 ,Area,Mean,Min,Max,X,Y,Slice
596,0,2832,2832,2832,1013,1231,4
597,0,2826,2826,2826,77,1820,4
598,0,2826,2826,2826,1315,1203,4
599,0,2822,2822,2822,1749,1915,4
600,0,2820,2820,2820,616,1962,4
601,0,2820,2820,2820,1520,1630,4
602,0,2814,2814,2814,1023,1588,4
603,0,2814,2814,2814,1151,1198,4
604,0,2814,2814,2814,1276,1183,4
605,0,2814,2814,2814,1026,1010,4
606,0,2812,2812,2812,1738,1001,4
607,0,2810,2810,2810,115,1754,4
608,0,2808,2808,2808,1527,695,4
609,0,2806,2806,2806,767,1776,4
610,0,2804,2804,2804,526,1620,4
611,0,2798,2798,2798,1140,1725,4
612,0,2798,2798,2798,1189,1522,4
613,0,2796,2796,2796,12,1971,4
614,0,2796,2796,2796,73,1739,4
615,0,2794,2794,2794,91,1872,4
616,0,2792,2792,2792,47,1716,4
617,0,2787,2787,2787,1713,1812,4
618,0,2781,2781,2781,1640,1922,4
619,0,2781,2781,2781,1614,1851,4
620,0,2777,2777,2777,1049,1343,4
621,0,2773,2773,2773,1225,2015,4
622,0,2773,2773,2773,1501,1687,4
623,0,2769,2769,2769,1350,477,4
624,0,2765,2765,2765,682,1779,4
625,0,2763,2763,2763,1108,1940,4
626,0,2763,2763,2763,1007,1090,4
627,0,2761,2761,2761,1206,613,4
628,0,2761,2761,2761,506,525,4
629,0,2759,2759,2759,641,1750,4
630,0,2759,2759,2759,947,1569,4
631,0,2753,2753,2753,1054,1907,4
632,0,2749,2749,2749,532,568,4
633,0,2745,2745,2745,43,1951,4
634,0,2745,2745,2745,1603,1828,4
635,0,2745,2745,2745,1397,1112,4
636,0,2743,2743,2743,1363,1067,4
637,0,2741,2741,2741,577,1651,4
638,0,2741,2741,2741,711,1596,4
639,0,2741,2741,2741,645,1584,4
640,0,2741,2741,2741,984,27,4
641,0,2739,2739,2739,1140,1983,4
642,0,2739,2739,2739,980,1837,4
643,0,2736,2736,2736,1292,816,4
644,0,2732,2732,2732,1043,1705,4
645,0,2730,2730,2730,625,1685,4
